"","homeCode","awayCode","homeTeam","awayTeam","homeScore","awayScore","date","gameID","winner","loser","type","previousHomeElo","previousAwayElo","newHomeElo","newAwayElo"
"275","DC","BOS","Breeze","Glory",32,20,2021-06-18,"2021-06-18-BOS-DC","Breeze","Glory","regular",1599.13605523403,1426.20843393626,1610.91458693273,1414.42990223756
"266","PHI","PIT","Phoenix","Thunderbirds",27,18,2021-06-19,"2021-06-19-PIT-PHI","Phoenix","Thunderbirds","regular",1276.25698324025,1390.62813280154,1312.46008083703,1354.42503520476
"267","ATX","LA","Sol","Aviators",22,20,2021-06-19,"2021-06-19-LA-AUS","Sol","Aviators","regular",1350.79398810645,1628.9336967093,1377.18979604011,1602.53788877564
"268","DET","CHI","Mechanix","Union",13,30,2021-06-19,"2021-06-19-CHI-DET","Union","Mechanix","regular",896.863345487548,1403.81177777074,887.537421231858,1413.13770202643
"269","CAR","BOS","Flyers","Glory",27,24,2021-06-19,"2021-06-19-BOS-RAL","Flyers","Glory","regular",1688.99521268149,1414.42990223756,1692.68251280992,1410.74260210913
"270","TB","ATL","Cannons","Hustle",13,24,2021-06-19,"2021-06-19-ATL-TB","Hustle","Cannons","regular",1344.86275293834,1521.12386668974,1314.59239782408,1551.394221804
"264","SEA","SD","Cascades","Growlers",16,18,2021-06-20,"2021-06-20-SD-SEA","Growlers","Cascades","regular",1373.67098569558,1644.69559526465,1363.95065130851,1654.41592965172
"265","MAD","IND","Radicals","AlleyCats",24,20,2021-06-20,"2021-06-20-IND-MAD","Radicals","AlleyCats","regular",1643.12608301382,1523.8395595742,1652.81083485823,1514.15480772979
"260","BOS","TB","Glory","Cannons",24,17,2021-06-25,"2021-06-25-TB-BOS","Glory","Cannons","regular",1410.74260210913,1314.59239782408,1424.7364838691,1300.59851606411
"261","CAR","PHI","Flyers","Phoenix",23,11,2021-06-25,"2021-06-25-PHI-RAL","Flyers","Phoenix","regular",1692.68251280992,1312.46008083703,1696.42669024099,1308.71590340596
"262","LA","DAL","Aviators","Legion",16,21,2021-06-25,"2021-06-25-DAL-LA","Legion","Aviators","regular",1602.53788877564,1735.50773164006,1577.83408097285,1760.21153944285
"263","SEA","ATX","Cascades","Sol",28,24,2021-06-25,"2021-06-25-AUS-SEA","Cascades","Sol","regular",1363.95065130851,1377.18979604011,1381.494048848,1359.64639850061
"254","NY","TB","Empire","Cannons",24,18,2021-06-26,"2021-06-26-TB-NY","Empire","Cannons","regular",1776.36584712405,1300.59851606411,1777.98898782944,1298.97537535871
"255","ATL","PHI","Hustle","Phoenix",24,17,2021-06-26,"2021-06-26-PHI-ATL","Hustle","Phoenix","regular",1551.394221804,1308.71590340596,1557.98511665607,1302.12500855389
"256","MIN","DET","Wind Chill","Mechanix",29,17,2021-06-26,"2021-06-26-DET-MIN","Wind Chill","Mechanix","regular",1518.71070434309,887.537421231858,1519.55645275502,886.691672819932
"257","SD","DAL","Growlers","Legion",21,20,2021-06-26,"2021-06-26-DAL-SD","Growlers","Legion","regular",1654.41592965172,1760.21153944285,1665.01447867714,1749.61299041744
"258","IND","CHI","AlleyCats","Union",20,28,2021-06-26,"2021-06-26-CHI-IND","Union","AlleyCats","regular",1514.15480772979,1413.13770202643,1468.20310262602,1459.08940713019
"259","OAK","ATX","Spiders","Sol",28,23,2021-06-26,"2021-06-26-AUS-SJ","Spiders","Sol","regular",1355.4452032315,1359.64639850061,1374.27333238251,1340.8182693496
"253","MAD","DET","Radicals","Mechanix",29,18,2021-06-27,"2021-06-27-DET-MAD","Radicals","Mechanix","regular",1652.81083485823,886.691672819932,1653.17392045598,886.328587222186
"250","ATX","SEA","Sol","Cascades",23,16,2021-07-02,"2021-07-02-SEA-AUS","Sol","Cascades","regular",1340.8182693496,1381.494048848,1366.05461022151,1356.2577079761
"251","DC","NY","Breeze","Empire",20,17,2021-07-02,"2021-07-02-NY-DC","Breeze","Empire","regular",1610.91458693273,1777.98898782944,1636.45296356472,1752.45061119745
"252","CHI","MAD","Union","Radicals",18,15,2021-07-02,"2021-07-02-MAD-CHI","Union","Radicals","regular",1459.08940713019,1653.17392045598,1486.55578341853,1625.70754416764
"246","DAL","SEA","Legion","Cascades",24,16,2021-07-03,"2021-07-03-SEA-DAL","Legion","Cascades","regular",1749.61299041744,1356.2577079761,1752.58517461919,1353.28552377435
"247","TB","CAR","Cannons","Flyers",15,29,2021-07-03,"2021-07-03-RAL-TB","Flyers","Cannons","regular",1298.97537535871,1696.42669024099,1284.61430806173,1710.78775753797
"248","PIT","PHI","Thunderbirds","Phoenix",23,20,2021-07-03,"2021-07-03-PHI-PIT","Thunderbirds","Phoenix","regular",1354.42503520476,1302.12500855389,1365.85506454823,1290.69497921042
"249","IND","MAD","AlleyCats","Radicals",22,26,2021-07-03,"2021-07-03-MAD-IND","Radicals","AlleyCats","regular",1468.20310262602,1625.70754416764,1447.47945815211,1646.43118864155
"244","NY","PHI","Empire","Phoenix",27,20,2021-07-09,"2021-07-09-PHI-NY","Empire","Phoenix","regular",1752.45061119745,1290.69497921042,1754.3348210143,1288.81076939356
"245","DAL","ATX","Legion","Sol",16,17,2021-07-09,"2021-07-09-AUS-DAL","Sol","Legion","regular",1752.58517461919,1366.05461022151,1736.53213497111,1382.10764986959
"238","CAR","TB","Flyers","Cannons",31,19,2021-07-10,"2021-07-10-TB-RAL","Flyers","Cannons","regular",1710.78775753797,1284.61430806173,1713.65273682247,1281.74932877723
"239","BOS","PHI","Glory","Phoenix",22,23,2021-07-10,"2021-07-10-PHI-BOS","Phoenix","Glory","regular",1424.7364838691,1288.81076939356,1409.79759063123,1303.74966263144
"240","IND","MIN","AlleyCats","Wind Chill",18,25,2021-07-10,"2021-07-10-MIN-IND","Wind Chill","AlleyCats","regular",1447.47945815211,1519.55645275502,1414.20866502357,1552.82724588355
"241","ATL","DC","Hustle","Breeze",14,19,2021-07-10,"2021-07-10-DC-ATL","Breeze","Hustle","regular",1557.98511665607,1636.45296356472,1529.72182490536,1664.71625531543
"242","MAD","CHI","Radicals","Union",19,16,2021-07-10,"2021-07-10-CHI-MAD","Radicals","Union","regular",1646.43118864155,1486.55578341853,1653.23895645524,1479.74801560484
"243","DAL","ATX","Legion","Sol",21,20,2021-07-10,"2021-07-10-AUS-DAL","Legion","Sol","regular",1736.53213497111,1382.10764986959,1737.70621082308,1380.93357401761
"237","CHI","MIN","Union","Wind Chill",18,20,2021-07-11,"2021-07-11-MIN-CHI","Wind Chill","Union","regular",1479.74801560484,1552.82724588355,1462.20912245742,1570.36613903097
"235","SEA","DAL","Cascades","Legion",22,18,2021-07-16,"2021-07-16-DAL-SEA","Cascades","Legion","regular",1353.28552377435,1737.70621082308,1399.70788227273,1691.2838523247
"236","PHI","ATL","Phoenix","Hustle",15,20,2021-07-16,"2021-07-16-ATL-PHI","Hustle","Phoenix","regular",1303.74966263144,1529.72182490536,1285.14714988344,1548.32433765336
"229","PIT","CAR","Thunderbirds","Flyers",16,27,2021-07-17,"2021-07-17-RAL-PIT","Flyers","Thunderbirds","regular",1365.85506454823,1713.65273682247,1349.58623567052,1729.92156570018
"230","MAD","IND","Radicals","AlleyCats",17,16,2021-07-17,"2021-07-17-IND-MAD","Radicals","AlleyCats","regular",1653.23895645524,1414.20866502357,1655.47996121007,1411.96766026874
"231","MIN","DET","Wind Chill","Mechanix",25,12,2021-07-17,"2021-07-17-DET-MIN","Wind Chill","Mechanix","regular",1570.36613903097,886.328587222186,1570.9990747248,885.695651528358
"232","OAK","DAL","Spiders","Legion",20,23,2021-07-17,"2021-07-17-DAL-SJ","Legion","Spiders","regular",1374.27333238251,1691.2838523247,1363.99162760753,1701.56555709968
"233","LA","ATX","Aviators","Sol",20,21,2021-07-17,"2021-07-17-AUS-LA","Sol","Aviators","regular",1577.83408097285,1380.93357401761,1562.32066247718,1396.44699251328
"234","DC","ATL","Breeze","Hustle",13,17,2021-07-17,"2021-07-17-ATL-DC","Hustle","Breeze","regular",1664.71625531543,1548.32433765336,1630.57982212745,1582.46077084133
"227","CHI","IND","Union","AlleyCats",24,18,2021-07-18,"2021-07-18-IND-CHI","Union","AlleyCats","regular",1462.20912245742,1411.96766026874,1478.40194848813,1395.77483423804
"228","SD","ATX","Growlers","Sol",21,20,2021-07-18,"2021-07-18-AUS-SD","Growlers","Sol","regular",1665.01447867714,1396.44699251328,1666.92040417275,1394.54106701766
"225","DAL","SD","Legion","Growlers",19,15,2021-07-23,"2021-07-23-SD-DAL","Legion","Growlers","regular",1701.56555709968,1666.92040417275,1715.91493845184,1652.57102282059
"226","SEA","LA","Cascades","Aviators",16,21,2021-07-23,"2021-07-23-LA-SEA","Aviators","Cascades","regular",1399.70788227273,1562.32066247718,1376.97628278252,1585.05226196739
"218","OTT","TOR","Outlaws","Rush",27,24,2021-07-24,"2021-07-24-TOR-OTT","Outlaws","Rush","regular",1219.22627009642,1714.31189757543,1265.19036658633,1668.34780108552
"219","ATX","SD","Sol","Growlers",17,21,2021-07-24,"2021-07-24-SD-AUS","Growlers","Sol","regular",1394.54106701766,1652.57102282059,1379.60812650146,1667.50396333679
"220","ATL","NY","Hustle","Empire",22,21,2021-07-24,"2021-07-24-NY-ATL","Hustle","Empire","regular",1582.46077084133,1754.3348210143,1595.40145683871,1741.39413501692
"221","OAK","LA","Spiders","Aviators",18,20,2021-07-24,"2021-07-24-LA-SJ","Aviators","Spiders","regular",1363.99162760753,1585.05226196739,1352.39468313062,1596.6492064443
"222","DET","IND","Mechanix","AlleyCats",13,18,2021-07-24,"2021-07-24-IND-DET","AlleyCats","Mechanix","regular",885.695651528358,1395.77483423804,879.99885850898,1401.47162725742
"223","MIN","CHI","Wind Chill","Union",16,20,2021-07-24,"2021-07-24-CHI-MIN","Union","Wind Chill","regular",1570.9990747248,1478.40194848813,1537.61813016637,1511.78289304656
"224","TB","BOS","Cannons","Glory",23,26,2021-07-24,"2021-07-24-BOS-TB","Glory","Cannons","regular",1281.74932877723,1409.79759063123,1262.38309216541,1429.16382724304
"217","MTL","OTT","Royal","Outlaws",19,26,2021-07-25,"2021-07-25-OTT-MTL","Outlaws","Royal","regular",1348.30061981456,1265.19036658633,1305.59451250236,1307.89647389853
"215","CAR","PIT","Flyers","Thunderbirds",20,17,2021-07-30,"2021-07-30-PIT-RAL","Flyers","Thunderbirds","regular",1729.92156570018,1349.58623567052,1731.94388287833,1347.56391849238
"216","MAD","CHI","Radicals","Union",18,23,2021-07-30,"2021-07-30-CHI-MAD","Union","Radicals","regular",1655.47996121007,1511.78289304656,1616.63869968227,1550.62415457436
"208","ATX","OAK","Sol","Spiders",25,15,2021-07-31,"2021-07-31-SJ-AUS","Sol","Spiders","regular",1379.60812650146,1352.39468313062,1401.68854438646,1330.31426524562
"209","SD","SEA","Growlers","Cascades",21,20,2021-07-31,"2021-07-31-SEA-SD","Growlers","Cascades","regular",1667.50396333679,1376.97628278252,1669.190758378,1375.28948774131
"210","ATL","PIT","Hustle","Thunderbirds",27,22,2021-07-31,"2021-07-31-PIT-ATL","Hustle","Thunderbirds","regular",1595.40145683871,1347.56391849238,1600.92291256517,1342.04246276592
"211","DC","PHI","Breeze","Phoenix",22,12,2021-07-31,"2021-07-31-PHI-DC","Breeze","Phoenix","regular",1630.57982212745,1285.14714988344,1634.85629012546,1280.87068188543
"212","TB","NY","Cannons","Empire",18,25,2021-07-31,"2021-07-31-NY-TB","Empire","Cannons","regular",1262.38309216541,1741.39413501692,1254.74082774878,1749.03639943356
"213","DET","MAD","Mechanix","Radicals",15,23,2021-07-31,"2021-07-31-MAD-DET","Radicals","Mechanix","regular",879.99885850898,1616.63869968227,877.682649623402,1618.95490856784
"214","MIN","IND","Wind Chill","AlleyCats",17,16,2021-07-31,"2021-07-31-IND-MIN","Wind Chill","AlleyCats","regular",1537.61813016637,1401.47162725742,1541.45542927476,1397.63432814903
"206","DAL","OAK","Legion","Spiders",15,14,2021-08-01,"2021-08-01-SJ-DAL","Legion","Spiders","regular",1715.91493845184,1330.31426524562,1716.89572032744,1329.33348337002
"207","LA","SEA","Aviators","Cascades",20,15,2021-08-01,"2021-08-01-SEA-LA","Aviators","Cascades","regular",1596.6492064443,1375.28948774131,1603.02245684426,1368.91623734135
"204","BOS","CAR","Glory","Flyers",18,19,2021-08-06,"2021-08-06-RAL-BOS","Flyers","Glory","regular",1429.16382724304,1731.94388287833,1423.72729479435,1737.38041532701
"205","PHI","DC","Phoenix","Breeze",13,20,2021-08-06,"2021-08-06-DC-PHI","Breeze","Phoenix","regular",1280.87068188543,1634.85629012546,1267.60116971591,1648.12580229498
"197","MTL","TOR","Royal","Rush",18,16,2021-08-07,"2021-08-07-TOR-MTL","Royal","Rush","regular",1305.59451250236,1668.34780108552,1336.26483749525,1637.67747609263
"198","ATL","TB","Hustle","Cannons",20,21,2021-08-07,"2021-08-07-TB-ATL","Cannons","Hustle","regular",1600.92291256517,1254.74082774878,1584.86560211772,1270.79813819622
"199","SEA","OAK","Cascades","Spiders",15,23,2021-08-07,"2021-08-07-SJ-SEA","Spiders","Cascades","regular",1368.91623734135,1329.33348337002,1326.10240806825,1372.14731264312
"200","NY","CAR","Empire","Flyers",24,23,2021-08-07,"2021-08-07-RAL-NY","Empire","Flyers","regular",1749.03639943356,1737.38041532701,1755.85656667142,1730.56024808915
"201","SD","LA","Growlers","Aviators",24,17,2021-08-07,"2021-08-07-LA-SD","Growlers","Aviators","regular",1669.190758378,1603.02245684426,1685.29051629489,1586.92269892737
"202","CHI","DET","Union","Mechanix",20,16,2021-08-07,"2021-08-07-DET-CHI","Union","Mechanix","regular",1550.62415457436,877.682649623402,1551.03685272546,877.269951472304
"203","ATX","DAL","Sol","Legion",22,23,2021-08-07,"2021-08-07-DAL-AUS","Legion","Sol","regular",1401.68854438646,1716.89572032744,1396.51080680121,1722.07345791269
"195","OTT","MTL","Outlaws","Royal",18,22,2021-08-08,"2021-08-08-MTL-OTT","Royal","Outlaws","regular",1307.89647389853,1336.26483749525,1279.7629474953,1364.39836389848
"196","PIT","DC","Thunderbirds","Breeze",16,25,2021-08-08,"2021-08-08-DC-PIT","Breeze","Thunderbirds","regular",1342.04246276592,1648.12580229498,1324.21380012786,1665.95446493304
"194","MTL","OTT","Royal","Outlaws",18,16,2021-08-12,"2021-08-12-OTT-MTL","Royal","Outlaws","regular",1364.39836389848,1279.7629474953,1372.20571214133,1271.95559925245
"191","OAK","SEA","Spiders","Cascades",20,16,2021-08-13,"2021-08-13-SEA-SJ","Spiders","Cascades","regular",1372.14731264312,1326.10240806825,1385.79334128094,1312.45637943043
"192","BOS","PIT","Glory","Thunderbirds",26,20,2021-08-13,"2021-08-13-PIT-BOS","Glory","Thunderbirds","regular",1423.72729479435,1324.21380012786,1436.61383150358,1311.32726341863
"193","PHI","NY","Phoenix","Empire",19,20,2021-08-13,"2021-08-13-NY-PHI","Empire","Phoenix","regular",1267.60116971591,1755.85656667142,1265.16061550122,1758.29712088612
"186","LA","SD","Aviators","Growlers",17,21,2021-08-14,"2021-08-14-SD-LA","Growlers","Aviators","regular",1586.92269892737,1685.29051629489,1562.68570029022,1709.52751493203
"187","NY","PIT","Empire","Thunderbirds",20,16,2021-08-14,"2021-08-14-PIT-NY","Empire","Thunderbirds","regular",1758.29712088612,1311.32726341863,1759.88820119417,1309.73618311059
"188","TOR","MTL","Rush","Royal",19,20,2021-08-14,"2021-08-14-MTL-TOR","Royal","Rush","regular",1637.67747609263,1372.20571214133,1621.78419490132,1388.09899333265
"189","DET","MIN","Mechanix","Wind Chill",15,24,2021-08-14,"2021-08-14-MIN-DET","Wind Chill","Mechanix","regular",877.269951472304,1541.45542927476,873.794561111727,1544.93081963533
"190","CAR","ATL","Flyers","Hustle",20,18,2021-08-14,"2021-08-14-ATL-RAL","Flyers","Hustle","regular",1730.56024808915,1584.86560211772,1736.35784067323,1579.06800953364
"184","TOR","OTT","Rush","Outlaws",23,21,2021-08-15,"2021-08-15-OTT-TOR","Rush","Outlaws","regular",1621.78419490132,1271.95559925245,1623.69477399083,1270.04502016294
"185","IND","MIN","AlleyCats","Wind Chill",19,23,2021-08-15,"2021-08-15-MIN-IND","Wind Chill","AlleyCats","regular",1397.63432814903,1544.93081963533,1376.30035962441,1566.26478815996
"182","SD","OAK","Growlers","Spiders",24,21,2021-08-20,"2021-08-20-SJ-SD","Growlers","Spiders","regular",1709.52751493203,1385.79334128094,1712.32535447293,1382.99550174005
"183","NY","BOS","Empire","Glory",25,21,2021-08-20,"2021-08-20-BOS-NY","Empire","Glory","regular",1759.88820119417,1436.61383150358,1763.14487950102,1433.35715319673
"176","MTL","TOR","Royal","Rush",25,23,2021-08-21,"2021-08-21-TOR-MTL","Royal","Rush","regular",1388.09899333265,1623.69477399083,1412.18642801974,1599.60733930373
"177","LA","OAK","Aviators","Spiders",21,20,2021-08-21,"2021-08-21-SJ-LA","Aviators","Spiders","regular",1562.68570029022,1382.99550174005,1565.75902041865,1379.92218161162
"178","DC","CAR","Breeze","Flyers",22,21,2021-08-21,"2021-08-21-RAL-DC","Breeze","Flyers","regular",1665.95446493304,1736.35784067323,1675.34182474702,1726.97048085925
"179","DET","CHI","Mechanix","Union",19,29,2021-08-21,"2021-08-21-CHI-DET","Union","Mechanix","regular",873.794561111727,1551.03685272546,870.401166195549,1554.43024764163
"180","PHI","BOS","Phoenix","Glory",19,22,2021-08-21,"2021-08-21-BOS-PHI","Glory","Phoenix","regular",1265.16061550122,1433.35715319673,1247.85992260616,1450.6578460918
"181","PIT","ATL","Thunderbirds","Hustle",25,26,2021-08-21,"2021-08-21-ATL-PIT","Hustle","Thunderbirds","regular",1309.73618311059,1579.06800953364,1303.56488102705,1585.23931161718
"174","OTT","MTL","Outlaws","Royal",25,24,2021-08-22,"2021-08-22-MTL-OTT","Outlaws","Royal","regular",1270.04502016294,1412.18642801974,1281.92474354668,1400.306704636
"175","MIN","MAD","Wind Chill","Radicals",19,15,2021-08-22,"2021-08-22-MAD-MIN","Wind Chill","Radicals","regular",1566.26478815996,1618.95490856784,1586.69975361959,1598.51994310821
"172","TOR","OTT","Rush","Outlaws",22,13,2021-08-28,"2021-08-28-OTT-TOR","Rush","Outlaws","regular",1599.60733930373,1281.92474354668,1604.41663385814,1277.11544899227
"173","SD","DAL","Growlers","Legion",22,18,2021-08-28,"2021-08-28-DAL-SD","Growlers","Legion","playoff",1712.32535447293,1722.07345791269,1735.38953036109,1699.00928202453
"168","BOS","NY","Glory","Empire",17,18,2021-08-29,"2021-08-29-NY-BOS","Empire","Glory","regular",1450.6578460918,1763.14487950102,1445.42414789654,1768.37857769627
"169","TOR","MTL","Rush","Royal",18,25,2021-08-29,"2021-08-29-MTL-TOR","Royal","Rush","regular",1604.41663385814,1400.306704636,1557.71939500073,1447.00394349341
"170","CHI","MIN","Union","Wind Chill",21,19,2021-08-29,"2021-08-29-MIN-CHI","Union","Wind Chill","playoff",1554.43024764163,1586.69975361959,1571.64267149227,1569.48732976896
"171","TB","DC","Cannons","Breeze",16,28,2021-08-29,"2021-08-29-DC-TB","Breeze","Cannons","regular",1270.79813819622,1675.34182474702,1257.61059288351,1688.52937005973
"167","DC","CAR","Breeze","Flyers",16,19,2021-09-03,"2021-09-03-RAL-DC","Flyers","Breeze","playoff",1688.52937005973,1726.97048085925,1656.82878264612,1758.67106827286
"165","OTT","TOR","Outlaws","Rush",22,24,2021-09-04,"2021-09-04-TOR-OTT","Rush","Outlaws","playoff",1277.11544899227,1557.71939500073,1264.6096573303,1570.22518666271
"166","NY","ATL","Empire","Hustle",22,21,2021-09-04,"2021-09-04-ATL-NY","Empire","Hustle","playoff",1768.37857769627,1585.23931161718,1772.40338221,1581.21450710345
"164","MTL","TOR","Royal","Rush",19,18,2021-09-09,"2021-09-09-TOR-MTL","Royal","Rush","playoff",1447.00394349341,1570.22518666271,1461.9498104271,1555.27931972902
"162","NY","SD","Empire","Growlers",22,18,2021-09-10,"2021-09-10-SD-NY","Empire","Growlers","semi",1772.40338221,1735.38953036109,1796.0723151885,1711.72059738259
"163","CHI","CAR","Union","Flyers",20,21,2021-09-10,"2021-09-10-RAL-CHI","Flyers","Union","semi",1571.64267149227,1758.67106827286,1558.02745942521,1772.28628033992
"161","NY","CAR","Empire","Flyers",16,19,2021-09-11,"2021-09-11-RAL-NY","Flyers","Empire","championship",1796.0723151885,1772.28628033992,1743.23563472498,1825.12296080344
"159","SD","SLC","Growlers","Shred",22,24,2022-04-29,"2022-04-29-SLC-SD","Shred","Growlers","regular",1711.72059738259,1400,1686.3311904448,1425.38940693779
"160","CAR","ATL","Flyers","Hustle",16,14,2022-04-29,"2022-04-29-ATL-CAR","Flyers","Hustle","regular",1825.12296080344,1581.21450710345,1828.58180565665,1577.75566225023
"152","ATL","TB","Hustle","Cannons",24,12,2022-04-30,"2022-04-30-TB-ATL","Hustle","Cannons","regular",1577.75566225023,1257.61059288351,1583.03873537308,1252.32751976067
"153","LA","SLC","Aviators","Shred",22,25,2022-04-30,"2022-04-30-SLC-LA","Shred","Aviators","regular",1565.75902041865,1425.38940693779,1535.78076598879,1455.36766136765
"154","DET","PIT","Mechanix","Thunderbirds",13,17,2022-04-30,"2022-04-30-PIT-DET","Thunderbirds","Mechanix","regular",870.401166195549,1303.56488102705,863.112160965582,1310.85388625702
"155","BOS","PHI","Glory","Phoenix",25,24,2022-04-30,"2022-04-30-PHI-BOS","Glory","Phoenix","regular",1445.42414789654,1247.85992260616,1448.22271319699,1245.0613573057
"156","DC","NY","Breeze","Empire",19,22,2022-04-30,"2022-04-30-NY-DC","Empire","Breeze","regular",1656.82878264612,1743.23563472498,1635.35390361569,1764.71051375541
"157","TOR","MTL","Rush","Royal",19,26,2022-04-30,"2022-04-30-MTL-TOR","Royal","Rush","regular",1555.27931972902,1461.9498104271,1512.11829334353,1505.11083681259
"158","DAL","ATX","Legion","Sol",17,20,2022-04-30,"2022-04-30-ATX-DAL","Sol","Legion","regular",1699.00928202453,1396.51080680121,1667.00704326958,1428.51304555616
"150","POR","SEA","Nitro","Cascades",29,24,2022-05-01,"2022-05-01-SEA-POR","Nitro","Cascades","regular",1400,1312.45637943043,1412.5601321115,1299.89624731893
"151","CHI","PIT","Union","Thunderbirds",19,8,2022-05-01,"2022-05-01-PIT-CHI","Union","Thunderbirds","regular",1558.02745942521,1310.85388625702,1565.71273194757,1303.16861373466
"149","OTT","BOS","Outlaws","Glory",21,19,2022-05-06,"2022-05-06-BOS-OTT","Outlaws","Glory","regular",1264.6096573303,1448.22271319699,1285.78463016396,1427.04774036332
"141","OAK","SD","Spiders","Growlers",16,18,2022-05-07,"2022-05-07-SD-OAK","Growlers","Spiders","regular",1379.92218161162,1686.3311904448,1371.42657074679,1694.82680130964
"142","MAD","PIT","Radicals","Thunderbirds",18,16,2022-05-07,"2022-05-07-PIT-MAD","Radicals","Thunderbirds","regular",1598.51994310821,1303.16861373466,1601.12220955606,1300.56634728681
"143","NY","PHI","Empire","Phoenix",17,15,2022-05-07,"2022-05-07-PHI-NY","Empire","Phoenix","regular",1764.71051375541,1245.0613573057,1765.41679160848,1244.35507945263
"144","IND","DET","AlleyCats","Mechanix",33,22,2022-05-07,"2022-05-07-DET-IND","AlleyCats","Mechanix","regular",1376.30035962441,863.112160965582,1377.96047452836,861.452046061629
"145","SEA","COL","Cascades","Summit",16,19,2022-05-07,"2022-05-07-COL-SEA","Summit","Cascades","regular",1299.89624731893,1400,1279.1070611936,1420.78918612533
"146","MIN","CHI","Wind Chill","Union",21,24,2022-05-07,"2022-05-07-CHI-MIN","Union","Wind Chill","regular",1569.48732976896,1565.71273194757,1543.86866794466,1591.33139377187
"147","TB","CAR","Cannons","Flyers",13,19,2022-05-07,"2022-05-07-CAR-TB","Flyers","Cannons","regular",1252.32751976067,1828.58180565665,1247.81494949135,1833.09437592597
"148","MTL","BOS","Royal","Glory",21,17,2022-05-07,"2022-05-07-BOS-MTL","Royal","Glory","regular",1505.11083681259,1427.04774036332,1516.90546343478,1415.25311374114
"140","POR","COL","Nitro","Summit",23,24,2022-05-08,"2022-05-08-COL-POR","Summit","Nitro","regular",1412.5601321115,1420.78918612533,1400.00258806928,1433.34673016755
"137","SLC","SEA","Shred","Cascades",32,21,2022-05-13,"2022-05-13-SEA-SLC","Shred","Cascades","regular",1455.36766136765,1279.1070611936,1466.5833873543,1267.89133520696
"138","PHI","MTL","Phoenix","Royal",17,18,2022-05-13,"2022-05-13-MTL-PHI","Royal","Phoenix","regular",1244.35507945263,1516.90546343478,1238.25678061535,1523.00376227205
"139","ATX","DAL","Sol","Legion",24,17,2022-05-13,"2022-05-13-DAL-ATX","Sol","Legion","regular",1428.51304555616,1667.00704326958,1474.40816528865,1621.11192353709
"130","CAR","TB","Flyers","Cannons",24,18,2022-05-14,"2022-05-14-TB-CAR","Flyers","Cannons","regular",1833.09437592597,1247.81494949135,1833.93956652795,1246.96975888937
"131","TOR","OTT","Rush","Outlaws",29,26,2022-05-14,"2022-05-14-OTT-TOR","Rush","Outlaws","regular",1512.11829334353,1285.78463016396,1516.91910784479,1280.9838156627
"132","BOS","NY","Glory","Empire",19,23,2022-05-14,"2022-05-14-NY-BOS","Empire","Glory","regular",1415.25311374114,1765.41679160848,1404.81862219256,1775.85128315706
"133","DC","MTL","Breeze","Royal",27,17,2022-05-14,"2022-05-14-MTL-DC","Breeze","Royal","regular",1635.35390361569,1523.00376227205,1650.28004129206,1508.07762459568
"134","DAL","MIN","Legion","Wind Chill",14,20,2022-05-14,"2022-05-14-MIN-DAL","Wind Chill","Legion","regular",1621.11192353709,1543.86866794466,1581.40208680827,1583.57850467347
"135","IND","MAD","AlleyCats","Radicals",22,23,2022-05-14,"2022-05-14-MAD-IND","Radicals","AlleyCats","regular",1377.96047452836,1601.12220955606,1370.69522556019,1608.38745852423
"136","SD","LA","Growlers","Aviators",22,17,2022-05-14,"2022-05-14-LA-SD","Growlers","Aviators","regular",1694.82680130964,1535.78076598879,1703.66306416132,1526.94450313711
"127","BOS","TOR","Glory","Rush",23,13,2022-05-20,"2022-05-20-TOR-BOS","Glory","Rush","regular",1404.81862219256,1516.91910784479,1442.24510730605,1479.4926227313
"128","MTL","PHI","Royal","Phoenix",13,19,2022-05-20,"2022-05-20-PHI-MTL","Phoenix","Royal","regular",1508.07762459568,1238.25678061535,1463.41499190676,1282.91941330428
"129","CAR","ATX","Flyers","Sol",27,24,2022-05-20,"2022-05-20-ATX-CAR","Flyers","Sol","regular",1833.93956652795,1474.40816528865,1836.21981436813,1472.12791744847
"120","NY","TOR","Empire","Rush",31,17,2022-05-21,"2022-05-21-TOR-NY","Empire","Rush","regular",1775.85128315706,1479.4926227313,1782.2296738474,1473.11423204096
"121","SD","SEA","Growlers","Cascades",22,20,2022-05-21,"2022-05-21-SEA-SD","Growlers","Cascades","regular",1703.66306416132,1267.89133520696,1704.8230254006,1266.73137396767
"122","OAK","POR","Spiders","Nitro",22,26,2022-05-21,"2022-05-21-POR-OAK","Nitro","Spiders","regular",1371.42657074679,1400.00258806928,1343.30387151237,1428.1252873037
"123","OTT","PHI","Outlaws","Phoenix",22,23,2022-05-21,"2022-05-21-PHI-OTT","Phoenix","Outlaws","regular",1280.9838156627,1282.91941330428,1268.29318104676,1295.61004792022
"124","DET","MAD","Mechanix","Radicals",18,27,2022-05-21,"2022-05-21-MAD-DET","Radicals","Mechanix","regular",861.452046061629,1608.38745852423,859.145967844191,1610.69353674167
"125","PIT","IND","Thunderbirds","AlleyCats",16,20,2022-05-21,"2022-05-21-IND-PIT","AlleyCats","Thunderbirds","regular",1300.56634728681,1370.69522556019,1274.70541630465,1396.55615654235
"126","ATL","ATX","Hustle","Sol",26,21,2022-05-21,"2022-05-21-ATX-ATL","Hustle","Sol","regular",1583.03873537308,1472.12791744847,1594.27011603482,1460.89653678673
